Index,CardNo,Sex,Major,AccessCardNo
1608,181608,男,18汽车检测,25312618
1609,181609,男,18汽车检测,20524858
1610,181610,男,18汽车检测,20124410
1611,181611,男,18汽车检测,19622346
1612,181612,男,18汽车检测,21559498
1613,181613,男,18汽车检测,18433338
1614,181614,男,18汽车检测,17248506
1615,181615,男,18汽车检测,20210570
1616,181616,男,18汽车检测,21232954
1617,181617,男,18汽车检测,20846138
1618,181618,男,18汽车检测,21541898
1619,181619,男,18汽车检测,19044522
1620,181620,男,18汽车检测,21715946
1621,181621,男,18汽车检测,18722298
1622,181622,男,18汽车检测,19301546
1623,181623,男,18汽车检测,21818938
1624,181624,男,18汽车检测,21350778
1625,181625,男,18汽车检测,23336458
1626,181626,男,18汽车检测,21016090
1627,181627,男,18汽车检测,21457578
1628,181628,男,18汽车检测,21408794
1629,181629,男,18汽车检测,19843034
1630,181630,男,18汽车检测,20249882
1631,181631,男,18汽车检测,19216362
1632,181632,男,18汽车检测,21009930
1633,181633,男,18汽车检测,21158746
1634,181634,男,18汽车检测,19252874
1635,181635,男,18汽车检测,1423978
1636,181636,男,18汽车检测,20217754
1637,181637,男,18汽车检测,19448474
1638,181638,男,18汽车检测,14510826
1639,181639,男,18汽车检测,13260986
1640,181640,男,18汽车检测,21936842
1641,181641,男,18汽车检测,21316250
1642,181642,男,18汽车检测,21958490
1643,181643,男,18汽车检测,20616298
1644,181644,男,18汽车检测,19201226
1645,181645,男,18汽车检测,20035226
1646,181646,男,18汽车检测,19051610
1647,181647,男,18汽车检测,20013162
1648,181648,男,18汽车检测,19754138
1649,181649,男,18汽车检测,22027802
1650,181650,男,18汽车检测,21604074
1651,181651,男,18汽车检测,21165402
1652,181652,男,18汽车检测,20258698
1653,181653,男,18汽车检测,21446570
1654,181654,男,18汽车检测,20709050
1655,181655,男,18汽车检测,18547002
1656,181656,男,18汽车检测,19524426
1657,181657,男,18汽车检测,21521274
1658,181658,男,18汽车检测,21249898
1659,181659,男,18汽车检测,21013562
1660,181660,男,18汽车检测,25450698
1661,181661,男,18汽车检测,20263722
1662,181662,男,18汽车检测,16920586
1663,181663,男,18汽车检测,18718714
1664,181664,男,18汽车检测,14945674
1665,181665,男,18汽车检测,19203898
1666,181666,男,18汽车检测,19744474
1667,181667,男,18汽车检测,21950746
1668,181668,男,18汽车检测,20437562
1669,181669,男,18汽车检测,21105578
1670,181670,男,18汽车检测,20253418
1671,181671,男,18汽车检测,23542602
1672,181672,男,18汽车检测,19520730
1673,181673,男,18汽车检测,19847082
1674,181674,男,18汽车检测,18403258
1675,181675,男,18汽车检测,21321002
1676,181676,男,18工程造价,21822058
1677,181677,男,18工程造价,21223002
1678,181678,男,18工程造价,19441066
1679,181679,男,18工程造价,21744650
1680,181680,男,18工程造价,19353946
1681,181681,男,18工程造价,20617626
1682,181682,男,18工程造价,21063962
1683,181683,男,18工程造价,19653642
1684,181684,男,18工程造价,20345338
1685,181685,男,18工程造价,20841690
1686,181686,男,18工程造价,20327738
1687,181687,男,18工程造价,19918026
1688,181688,男,18工程造价,19254362
1689,181689,男,18工程造价,20105002
1690,181690,男,18工程造价,20615146
1691,181691,男,18工程造价,21864026
1692,181692,男,18工程造价,18723434
1693,181693,男,18工程造价,20603466
1694,181694,男,18工程造价,22845210
1695,181695,男,18工程造价,23847258
1696,181696,男,18工程造价,19609946
1697,181697,男,18工程造价,21745146
1698,181698,男,18工程造价,15328138
1699,181699,男,18工程造价,20207866
1700,181700,男,18工程造价,21602474
1701,181701,男,18工程造价,19846298
1702,181702,男,18工程造价,19010410
1703,181703,男,18工程造价,20762618
1704,181704,男,18工程造价,20626954
1705,181705,男,18工程造价,1363418
1706,181706,男,18工程造价,20009098
1707,181707,男,18工程造价,19616842
1708,181708,女,18工程造价,20203018
1709,181709,女,18工程造价,19036858
1710,181710,女,18工程造价,19212282
1711,181711,女,18工程造价,21564506
1712,181712,女,18工程造价,21116330
1713,181713,女,18工程造价,19848954
1714,181714,女,18工程造价,20608442
1715,181715,女,18工程造价,19532186
1716,181716,女,18工程造价,20257834
1717,181717,女,18工程造价,18538138
1718,181718,女,18工程造价,20914458
1719,181719,女,18工程造价,19001306
1720,181720,女,18工程造价,19128810
1721,181721,女,18工程造价,18721754
1722,181722,女,18工程造价,19046138
1723,181723,女,18工程造价,20623626
1724,181724,女,18工程造价,21727786
1725,181725,女,18工程造价,20161818
1726,181726,女,18工程造价,20751562
1727,181727,女,18工程造价,20243754
1728,181728,女,18工程造价,20025082
1729,181729,女,18工程造价,19845018
1730,181730,女,18工程造价,21355962
1731,181731,女,18工程造价,20352154
1732,181732,女,18工程造价,21862442
1733,181733,女,18工程造价,20842826
1734,181734,女,18工程造价,19854746
1735,181735,女,18工程造价,21721274
1736,181736,女,18工程造价,19213370
1737,181737,女,18工程造价,21947578
1738,181738,女,18工程造价,19605082
1739,181739,女,18工程造价,20719722
1740,181740,女,18工程造价,21607994
1741,181741,女,18工程造价,20345658
1742,181742,女,18工程造价,19117354
1743,181743,女,18工程造价,19359866
1744,181744,女,18工程造价,20616714
1745,181745,女,18工程造价,21317882
1746,181746,女,18工程造价,21838010
1747,181747,女,18工程造价,22019866
1748,181748,女,18工程造价,20163098
1749,181749,女,18工程造价,21647802
1750,181750,女,18工程造价,19706458
1751,181751,女,18工程造价,20706394
1752,181752,女,18工程造价,21528938
1753,181753,女,18工程造价,20260010
1754,181754,女,18工程造价,19704250
1755,181755,女,18工程造价,19119898
1756,181756,男,18建筑工程,22025258
1757,181757,男,18建筑工程,21154586
1758,181758,男,18建筑工程,20846570
1759,181759,男,18建筑工程,20120602
1760,181760,男,18建筑工程,18964154
1761,181761,男,18建筑工程,20851322
1762,181762,男,18建筑工程,521178
1763,181763,男,18建筑工程,13262090
1764,181764,男,18建筑工程,21251018
1765,181765,男,18建筑工程,18609610
1766,181766,男,18建筑工程,20305354
1767,181767,男,18建筑工程,22035242
1768,181768,男,18建筑工程,20718506
1769,181769,男,18建筑工程,19125530
1770,181770,男,18建筑工程,18723802
1771,181771,男,18建筑工程,20253818
1772,181772,男,18建筑工程,20663354
1773,181773,男,18建筑工程,21527402
1774,181774,男,18建筑工程,19438810
1775,181775,男,18建筑工程,20518634
1776,181776,男,18建筑工程,21450698
1777,181777,男,18建筑工程,20617754
1778,181778,男,18建筑工程,21716458
1779,181779,男,18建筑工程,16750458
1780,181780,男,18建筑工程,20343866
1781,181781,男,18建筑工程,21955818
1782,181782,男,18建筑工程,19134298
1783,181783,男,18建筑工程,21450714
1784,181784,男,18建筑工程,621354
1785,181785,男,18建筑工程,21234826
1786,181786,男,18建筑工程,21414714
1787,181787,男,18建筑工程,1113722
1788,181788,男,18建筑工程,21956874
1789,181789,男,18建筑工程,21313514
1790,181790,男,18建筑工程,19437594
1791,181791,男,18建筑工程,20533482
1792,181792,男,18建筑工程,21637514
1793,181793,男,18建筑工程,21019178
1794,181794,男,18建筑工程,21740442
1795,181795,男,18建筑工程,19259210
1796,181796,男,18建筑工程,20600346
1797,181797,男,18建筑工程,20028170
1798,181798,男,18建筑工程,18458602
1799,181799,男,18建筑工程,18432682
1800,181800,男,18建筑工程,20123898
1801,181801,男,18建筑工程,19932650
1802,181802,男,18建筑工程,20336650
1803,181803,男,18建筑工程,259082
1804,181804,男,18建筑工程,20155050
1805,181805,男,18建筑工程,21635690
1806,181806,男,18建筑工程,18521674
1807,181807,男,18建筑工程,19839674
1808,181808,男,18建筑工程,19214330
1809,181809,男,18建筑工程,19746202
1810,181810,男,18建筑工程,18842410
1811,181811,男,18建筑工程,21528586
1812,181812,男,18建筑工程,18659466
1813,181813,男,18建筑工程,19115882
1814,181814,男,18建筑工程,19053658
1815,181815,男,18建筑工程,21819082
1816,181816,男,18建筑工程,20350458
1817,181817,男,18建筑工程,21414826
1818,181818,男,18建筑工程,18521210
1819,181819,男,18建筑工程,17035018
1820,181820,男,18建筑工程,19260570
1821,181821,男,18建筑工程,21922234
1822,181822,男,18建筑工程,19651354
1823,181823,男,18建筑工程,19613802
1824,181824,男,18建筑工程,19521082
1825,181825,男,18建筑工程,18733194
1826,181826,男,18建筑工程,19924042
1827,181827,男,18建筑工程,24900666
1828,181828,男,18建筑工程,20838826
1829,181829,男,18建筑工程,21100954
1830,181830,男,18建筑工程,20162474
1831,181831,男,18建筑工程,20708570
1832,181832,男,18建筑工程,21604522
1833,181833,男,18建筑工程,19225866
1834,181834,男,18建筑工程,19700426
1835,181835,男,18建筑工程,21613402
1836,181836,男,18建筑工程,20860266
1837,181837,男,18建筑工程,18403786
1838,181838,男,18建筑工程,19215738
1839,181839,男,18建筑工程,21240426
1840,181840,男,18建筑工程,19525082
1841,181841,男,18建筑工程,19611242
1842,181842,男,18建筑工程,19701978
1843,181843,男,18建筑工程,19528442
1844,181844,女,18建筑工程,18919178
1845,181845,女,18建筑工程,20757850
1846,181846,女,18建筑工程,20119114
1847,181847,女,18建筑工程,19745050
1848,181848,女,18建筑工程,18644218
1849,181849,女,18建筑工程,19133210
1850,181850,女,18建筑工程,19214714
1851,181851,女,18建筑工程,20433754
1852,181852,女,18建筑工程,18433514
1853,181853,女,18建筑工程,20428010
1854,181854,女,18建筑工程,19211754
1855,181855,女,18建筑工程,21102394
1856,181856,女,18建筑工程,20214458
1857,181857,女,18建筑工程,20756842
1858,181858,女,18建筑工程,18506026
1859,181859,女,18建筑工程,19527306
1860,181860,女,18建筑工程,21554282
1861,181861,女,18建筑工程,18432026
1862,181862,女,18建筑工程,20832554
1863,181863,女,18建筑工程,21161562
1864,181864,女,18建筑工程,19939130
1865,181865,女,18建筑工程,21101674
1866,181866,女,18建筑工程,21162634
1867,181867,女,18建筑工程,20620010
1868,181868,女,18建筑工程,19928298
1869,181869,女,18建筑工程,20715018
1870,181870,女,18建筑工程,19621754
1871,181871,女,18建筑工程,17222394
1872,181872,女,18建筑工程,20664762
1873,181873,女,18建筑工程,19043130
1874,181874,女,18建筑工程,19930282
1875,181875,女,18建筑工程,20422602
1876,181876,女,18建筑工程,14549642
1877,181877,女,18建筑工程,19262730
1878,181878,女,18建筑工程,20433210
1879,181879,男,18建筑设计,19659994
1880,181880,男,18建筑设计,22161226
1881,181881,男,18建筑设计,21722282
1882,181882,男,18建筑设计,21526954
1883,181883,男,18建筑设计,18518122
1884,181884,男,18建筑设计,18512410
1885,181885,男,18建筑设计,19004394
1886,181886,男,18建筑设计,20707258
1887,181887,男,18建筑设计,23547066
1888,181888,男,18建筑设计,21202922
1889,181889,男,18建筑设计,19611050
1890,181890,男,18建筑设计,21064074
1891,181891,男,18建筑设计,21019402
1892,181892,男,18建筑设计,22015530
1893,181893,男,18建筑设计,20761018
1894,181894,男,18建筑设计,20527850
1895,181895,男,18建筑设计,19604026
1896,181896,男,18建筑设计,18718442
1897,181897,男,18建筑设计,18760314
1898,181898,男,18建筑设计,20260490
1899,181899,男,18建筑设计,20346122
1900,181900,男,18建筑设计,20124346
1901,181901,男,18建筑设计,19757418
1902,181902,男,18建筑设计,18639930
1903,181903,男,18建筑设计,21925146
1904,181904,男,18建筑设计,20612522
1905,181905,男,18建筑设计,20617930
1906,181906,男,18建筑设计,21437530
1907,181907,男,18建筑设计,20611962
1908,181908,男,18建筑设计,20159354
1909,181909,男,18建筑设计,19141898
1910,181910,男,18建筑设计,18364570
1911,181911,男,18建筑设计,21607498
1912,181912,男,18建筑设计,23617770
1913,181913,男,18建筑设计,18727226
1914,181914,男,18建筑设计,21228602
1915,181915,男,18建筑设计,19139866
1916,181916,男,18建筑设计,21156394
1917,181917,男,18建筑设计,21161594
1918,181918,男,18建筑设计,21309962
1919,181919,男,18建筑设计,19263962
1920,181920,女,18建筑设计,20522330
1921,181921,女,18建筑设计,21744634
1922,181922,女,18建筑设计,19353370
1923,181923,女,18建筑设计,19348922
1924,181924,女,18建筑设计,19448538
1925,181925,女,18建筑设计,19127706
1926,181926,女,18建筑设计,19425002
1927,181927,女,18建筑设计,20801082
1928,181928,女,18建筑设计,24006618
1929,181929,女,18建筑设计,20857946
1930,181930,女,18建筑设计,18650986
1931,181931,女,18建筑设计,19840410
1932,181932,女,18建筑设计,21925386
1933,181933,女,18建筑设计,20350506
1934,181934,女,18建筑设计,17147989
1935,181935,女,18建筑设计,18650906
1936,181936,女,18建筑设计,19611402
1937,181937,女,18建筑设计,20009178
1938,181938,女,18建筑设计,21648394
1939,181939,女,18建筑设计,17463434
1940,181940,女,18建筑设计,19050394
1941,181941,女,18建筑设计,19226602
1942,181942,女,18建筑设计,20205082
1943,181943,女,18建筑设计,19260906
1944,181944,女,18建筑设计,19435482
1945,181945,女,18建筑设计,18801338
1946,181946,女,18建筑设计,21245194
1947,181947,女,18建筑设计,19756650
1948,181948,女,18建筑设计,20105402
1949,181949,女,18建筑设计,20009210
1950,181950,女,18建筑设计,18725898
1951,181951,女,18建筑设计,19619882
1952,181952,女,18建筑设计,21449226
1953,181953,女,18建筑设计,20525802
1954,181954,女,18建筑设计,21158762
1955,181955,女,18建筑设计,19438586
1956,181956,女,18建筑设计,21402010
1957,181957,女,18建筑设计,21100922
1958,181958,女,18建筑设计,21642522
1959,181959,男,18市政工程,20610970
1960,181960,男,18市政工程,19311466
1961,181961,男,18市政工程,21327034
1962,181962,男,18市政工程,20920026
1963,181963,男,18市政工程,19607034
1964,181964,男,18市政工程,21411242
1965,181965,男,18市政工程,21849338
1966,181966,男,18市政工程,18846010
1967,181967,男,18市政工程,21600778
1968,181968,男,18市政工程,18461402
1969,181969,男,18市政工程,19761962
1970,181970,男,18市政工程,19043370
1971,181971,男,18市政工程,20336314
1972,181972,男,18市政工程,21612650
1973,181973,男,18市政工程,18657706
1974,181974,男,18市政工程,20116282
1975,181975,男,18市政工程,20013674
1976,181976,男,18市政工程,18549466
1977,181977,男,18市政工程,21634890
1978,181978,男,18市政工程,21405002
1979,181979,男,18市政工程,21144970
1980,181980,男,18市政工程,19704506
1981,181981,男,18市政工程,21239818
1982,181982,男,18市政工程,20759498
1983,181983,男,18市政工程,19714650
1984,181984,男,18市政工程,21849930
1985,181985,男,18市政工程,21912906
1986,181986,男,18市政工程,21518586
1987,181987,男,18市政工程,20627802
1988,181988,男,18市政工程,20202106
1989,181989,男,18市政工程,20305466
1990,181990,男,18市政工程,19440490
1991,181991,男,18市政工程,17463034
1992,181992,男,18市政工程,21203322
1993,181993,男,18市政工程,20425786
1994,181994,男,18市政工程,20935418
1995,181995,男,18市政工程,20305914
1996,181996,男,18市政工程,20335866
1997,181997,男,18市政工程,21709274
1998,181998,男,18市政工程,20526250
1999,181999,男,18市政工程,21021930
2000,182000,男,18市政工程,19847290
2001,182001,男,18市政工程,19664426
2002,182002,男,18市政工程,20156282
2003,182003,男,18市政工程,20261690
2004,182004,男,18市政工程,18842874
2005,182005,男,18市政工程,18803114
2006,182006,男,18市政工程,20745034
2007,182007,男,18市政工程,18957386
2008,182008,男,18市政工程,19527546
2009,182009,女,18市政工程,21433850
2010,182010,女,18市政工程,19439722
2011,182011,女,18市政工程,21138458
2012,182012,女,18市政工程,20937690
2013,182013,女,18市政工程,19136362
2014,182014,女,18市政工程,19842458
2015,182015,男,18酒店管理,20525434
2016,182016,男,18酒店管理,19305530
2017,182017,男,18酒店管理,14014314
2018,182018,男,18酒店管理,20611994
2019,182019,男,18酒店管理,19522106
2020,182020,男,18酒店管理,21527354
2021,182021,男,18酒店管理,18604522
2022,182022,男,18酒店管理,19931306
2023,182023,男,18酒店管理,20121626
2024,182024,男,18酒店管理,19614394
2025,182025,男,18酒店管理,19703146
2026,182026,男,18酒店管理,20216042
2027,182027,男,18酒店管理,17108394
2028,182028,男,18酒店管理,20205866
2029,182029,男,18酒店管理,19838858
2030,182030,男,18酒店管理,20518058
2031,182031,男,18酒店管理,20710538
2032,182032,男,18酒店管理,19143642
2033,182033,男,18酒店管理,20445658
2034,182034,男,18酒店管理,20704250
2035,182035,男,18酒店管理,19854266
2036,182036,男,18酒店管理,20423658
2037,182037,男,18酒店管理,18801146
2038,182038,男,18酒店管理,18447386
2039,182039,男,18酒店管理,20017466
2040,182040,男,18酒店管理,17360042
2041,182041,男,18酒店管理,20204602
2042,182042,男,18酒店管理,21541002
2043,182043,女,18酒店管理,21019514
2044,182044,女,18酒店管理,19351466
2045,182045,女,18酒店管理,21240042
2046,182046,女,18酒店管理,21252234
2047,182047,女,18酒店管理,19304346
2048,182048,女,18酒店管理,18539578
2049,182049,女,18酒店管理,20629498
2050,182050,女,18酒店管理,21143994
2051,182051,女,18酒店管理,18649786
2052,182052,女,18酒店管理,18449514
2053,182053,女,18酒店管理,19333962
2054,182054,女,18酒店管理,22010826
2055,182055,女,18酒店管理,20106282
2056,182056,女,18酒店管理,21013162
2057,182057,女,18酒店管理,21747434
2058,182058,女,18酒店管理,19930026
2059,182059,女,18酒店管理,23011802
2060,182060,女,18酒店管理,13220282
2061,182061,女,18酒店管理,20435274
2062,182062,女,18酒店管理,18657674
2063,182063,女,18酒店管理,19857338
2064,182064,女,18酒店管理,19706490
2065,182065,女,18酒店管理,19310794
2066,182066,女,18酒店管理,21063002
2067,182067,女,18酒店管理,20164202
2068,182068,女,18酒店管理,21242938
2069,182069,女,18酒店管理,19616346
2070,182070,女,18酒店管理,21239770
2071,182071,女,18酒店管理,18929946
2072,182072,女,18酒店管理,19049402
2073,182073,女,18酒店管理,21021386
2074,182074,女,18酒店管理,18921594
2075,182075,女,18酒店管理,21559562
2076,182076,女,18酒店管理,21241354
2077,182077,女,18酒店管理,19421242
2078,182078,女,18酒店管理,19854826
2079,182079,女,18酒店管理,20744586
2080,182080,女,18酒店管理,1108890
2081,182081,女,18酒店管理,19843818
2082,182082,女,18酒店管理,18660410
2083,182083,女,18酒店管理,20629066
2084,182084,女,18酒店管理,20026138
2085,182085,女,18酒店管理,18650186
2086,182086,女,18酒店管理,19753610
2087,182087,女,18酒店管理,20424682
2088,182088,女,18酒店管理,16613706
2089,182089,女,18酒店管理,20614666
2090,182090,女,18酒店管理,21847882
2091,182091,女,18酒店管理,21356602
2092,182092,女,18酒店管理,24525050
2093,182093,女,18酒店管理,19932522
2094,182094,女,18酒店管理,18963146
2095,182095,女,18酒店管理,20105418
2096,182096,女,18酒店管理,18603610
2097,182097,女,18酒店管理,13842682
2098,182098,男,18旅游管理,21908522
2099,182099,男,18旅游管理,19435898
2100,182100,男,18旅游管理,25440938
2101,182101,男,18旅游管理,21958026
2102,182102,男,18旅游管理,21753594
2103,182103,男,18旅游管理,20300634
2104,182104,男,18旅游管理,20333482
2105,182105,男,18旅游管理,20353082
2106,182106,男,18旅游管理,19518442
2107,182107,男,18旅游管理,20617530
2108,182108,男,18旅游管理,21028970
2109,182109,男,18旅游管理,21315338
2110,182110,男,18旅游管理,21227178
2111,182111,男,18旅游管理,16719962
2112,182112,男,18旅游管理,21065018
2113,182113,男,18旅游管理,20618010
2114,182114,女,18旅游管理,20756522
2115,182115,女,18旅游管理,21725930
2116,182116,女,18旅游管理,19439306
2117,182117,女,18旅游管理,19603018
2118,182118,女,18旅游管理,19044442
2119,182119,女,18旅游管理,18542154
2120,182120,女,18旅游管理,19759786
2121,182121,女,18旅游管理,1309226
2122,182122,女,18旅游管理,15707994
2123,182123,女,18旅游管理,19623306
2124,182124,女,18旅游管理,21402890
2125,182125,女,18旅游管理,20021754
2126,182126,女,18旅游管理,21729754
2127,182127,女,18旅游管理,19302154
2128,182128,女,18旅游管理,21833882
2129,182129,女,18旅游管理,19849354
2130,182130,女,18旅游管理,19009738
2131,182131,女,18旅游管理,21107338
2132,182132,女,18旅游管理,19302554
2133,182133,女,18旅游管理,19838298
2134,182134,女,18旅游管理,22030394
2135,182135,女,18旅游管理,18733914
2136,182136,女,18旅游管理,19424074
2137,182137,女,18旅游管理,19040634
2138,182138,女,18旅游管理,18612154
2139,182139,女,18旅游管理,21954234
2140,182140,女,18旅游管理,22015546
2141,182141,女,18旅游管理,19702922
2142,182142,女,18旅游管理,14464442
2143,182143,女,18旅游管理,19620394
2144,182144,女,18旅游管理,21400362
2145,182145,女,18旅游管理,13851114
2146,182146,女,18旅游管理,20421002
2147,182147,女,18旅游管理,20707290
2148,182148,女,18旅游管理,19009290
2149,182149,女,18旅游管理,19857322
2150,182150,女,18旅游管理,19765226
2151,182151,女,18旅游管理,21006954
2152,182152,女,18旅游管理,18964026
2153,182153,女,18旅游管理,20334522
2154,182154,女,18旅游管理,18612202
2155,182155,女,18旅游管理,20451178
2156,182156,女,18旅游管理,21810570
2157,182157,女,18旅游管理,21805418
2158,182158,女,18旅游管理,19448490
2159,182159,女,18旅游管理,21514954
2160,182160,女,18旅游管理,19945786
2161,182161,女,18旅游管理,24421130
2162,182162,女,18旅游管理,22001610
2163,182163,女,18旅游管理,21511322
2164,182164,女,18旅游管理,20539418
2165,182165,女,18旅游管理,21323098
2166,182166,女,18旅游管理,20027114
2167,182167,女,18旅游管理,1222250
2168,182168,女,18旅游管理,18614458
2169,182169,女,18旅游管理,21403754
2170,182170,女,18旅游管理,21611498
2171,182171,女,18旅游管理,20111802
2172,182172,女,18旅游管理,20156154
2173,182173,女,18旅游管理,21958202
2174,182174,女,18旅游管理,21636330
2175,182175,女,18旅游管理,20620474
2176,182176,女,18旅游管理,18719082
2177,182177,女,18旅游管理,19344762
2178,182178,女,18旅游管理,19053482
2179,182179,女,18旅游管理,20119642
2180,182180,女,18旅游管理,18608378
2181,182181,女,18旅游管理,18541194
2182,182182,女,18旅游管理,20806826
2183,182183,女,18旅游管理,20840138
2184,182184,女,18旅游管理,1156842
2185,182185,女,18旅游管理,21020858
2186,182186,女,18旅游管理,20609898
2187,182187,女,18旅游管理,21108058
2188,182188,女,18旅游管理,19522778
2189,182189,女,18旅游管理,20113978
2190,182190,女,18旅游管理,20610906
2191,182191,女,18旅游管理,20449130
2192,182192,女,18旅游管理,18540026
2193,182193,女,18旅游管理,21246906
2194,182194,女,18旅游管理,24208474
2195,182195,女,18旅游管理,21558730
2196,182196,女,18旅游管理,18644666
2197,182197,女,18旅游管理,19448714
2198,182198,女,18旅游管理,18649018
2199,182199,女,18旅游管理,20106522
2200,182200,女,18旅游管理,18810730
2201,182201,女,18旅游管理,17625786
2202,182202,女,18旅游管理,18649834
2203,182203,女,18旅游管理,22035178
2204,182204,女,18旅游管理,20841034
2205,182205,女,18旅游管理,20835738
2206,182206,女,18旅游管理,20747402
2207,182207,女,18旅游管理,19431946
2208,182208,女,18旅游管理,20448154
2209,182209,女,18旅游管理,20764170
2210,182210,女,18旅游管理,21154618
2211,182211,女,18旅游管理,20801978
2212,182212,女,18旅游管理,19757610
2213,182213,女,18旅游管理,19119818
2214,182214,男,18社会工作,18700474
2215,182215,男,18社会工作,21647354
2216,182216,男,18社会工作,21445450
2217,182217,男,18社会工作,19253626
2218,182218,男,18社会工作,19446282
2219,182219,男,18社会工作,20346346
2220,182220,男,18社会工作,21364618
2221,182221,男,18社会工作,18762010
2222,182222,男,18社会工作,18614746
2223,182223,男,18社会工作,20711274
2224,182224,男,18社会工作,18718234
2225,182225,男,18社会工作,21932538
2226,182226,男,18社会工作,21538762
2227,182227,男,18社会工作,18410554
2228,182228,男,18社会工作,21330298
2229,182229,男,18社会工作,19943482
2230,182230,男,18社会工作,20944858
2231,182231,男,18社会工作,19225354
2232,182232,男,18社会工作,20532634
2233,182233,男,18社会工作,20713274
2234,182234,男,18社会工作,20024682
2235,182235,男,18社会工作,18431578
2236,182236,男,18社会工作,20630714
2237,182237,男,18社会工作,21064042
2238,182238,男,18社会工作,20121562
2239,182239,男,18社会工作,17142362
2240,182240,女,18社会工作,19302026
2241,182241,女,18社会工作,19852346
2242,182242,女,18社会工作,20761482
2243,182243,女,18社会工作,19117834
2244,182244,女,18社会工作,19436506
2245,182245,女,18社会工作,22004570
2246,182246,女,18社会工作,21649306
2247,182247,女,18社会工作,19836314
2248,182248,女,18社会工作,18853482
2249,182249,女,18社会工作,21717626
2250,182250,女,18社会工作,18962442
2251,182251,女,18社会工作,19750218
2252,182252,女,18社会工作,19051482
2253,182253,女,18社会工作,21006378
2254,182254,女,18社会工作,18909738
2255,182255,女,18社会工作,17447690
2256,182256,女,18社会工作,19212170
2257,182257,女,18社会工作,19756234
2258,182258,女,18社会工作,18837002
2259,182259,女,18社会工作,19929898
2260,182260,女,18社会工作,21645946
2261,182261,女,18社会工作,20152762
2262,182262,女,18社会工作,19521770
2263,182263,女,18社会工作,20655722
2264,182264,女,18社会工作,21057466
2265,182265,女,18社会工作,20303034
2266,182266,女,18社会工作,18601386
2267,182267,女,18社会工作,18433434
2268,182268,女,18社会工作,21013434
2269,182269,女,18社会工作,19212538
2270,182270,女,18社会工作,18657978
2271,182271,女,18社会工作,904826
2272,182272,女,18社会工作,20117546
2273,182273,女,18社会工作,20835258
2274,182274,女,18社会工作,19755962
2275,182275,女,18社会工作,20016874
2276,182276,女,18社会工作,18547146
2277,182277,女,18社会工作,21408874
2278,182278,女,18社会工作,21051130
2279,182279,女,18社会工作,19050474
2280,182280,女,18社会工作,20246026
2281,182281,女,18社会工作,20448458
2282,182282,女,18社会工作,21726362
2283,182283,女,18社会工作,18514922
2284,182284,女,18社会工作,19661258
2285,182285,女,18社会工作,19930506
2286,182286,女,18社会工作,20809242
2287,182287,女,18社会工作,21320010
2288,182288,女,18社会工作,18842986
2289,182289,女,18社会工作,19655626
2290,182290,女,18社会工作,20929898
2291,182291,女,18社会工作,20250954
2292,182292,女,18社会工作,21244106
2293,182293,女,18社会工作,24306490
2294,182294,女,18社会工作,21645962
2295,182295,女,18社会工作,19432234
2296,182296,女,18社会工作,18355114
2297,182297,女,18社会工作,20757546
2298,182298,女,18社会工作,20106426
2299,182299,女,18社会工作,18551322
2300,182300,女,18社会工作,18511450
2301,182301,女,18社会工作,22029658
2302,182302,女,18社会工作,20926906
2303,182303,女,18社会工作,21817370
2304,182304,女,18社会工作,19341914
2305,182305,女,18社会工作,21630106
2306,182306,男,18国际商务,19435562
2307,182307,男,18国际商务,18840282
2308,182308,男,18国际商务,19925994
2309,182309,男,18国际商务,18718426
2310,182310,男,18国际商务,21317210
2311,182311,女,18国际商务,14663562
2312,182312,女,18国际商务,21332634
2313,182313,女,18国际商务,19928682
2314,182314,女,18国际商务,20617578
2315,182315,女,18国际商务,20531674
2316,182316,女,18国际商务,19310298
2317,182317,女,18国际商务,19527978
2318,182318,女,18国际商务,18401322
2319,182319,女,18国际商务,18538218
2320,182320,女,18国际商务,19928906
2321,182321,女,18国际商务,21058426
2322,182322,女,18国际商务,21605418
2323,182323,女,18国际商务,19435594
2324,182324,女,18国际商务,19602522
2325,182325,女,18国际商务,20837882
2326,182326,女,18国际商务,18842890
2327,182327,女,18国际商务,19832906
2328,182328,女,18国际商务,19002698
2329,182329,女,18国际商务,18723450
2330,182330,女,18国际商务,19356634
2331,182331,女,18国际商务,19260394
2332,182332,女,18国际商务,21450378
2333,182333,女,18国际商务,19932810
2334,182334,女,18国际商务,21109018
2335,182335,女,18国际商务,21019162
2336,182336,女,18国际商务,20206474
2337,182337,女,18国际商务,18840010
2338,182338,女,18国际商务,19701578
2339,182339,女,18国际商务,20210554
2340,182340,女,18国际商务,21028954
2341,182341,女,18国际商务,22127050
2342,182342,女,18国际商务,20851242
2343,182343,女,18国际商务,23854522
2344,182344,女,18国际商务,19749818
2345,182345,女,18国际商务,19828554
2346,182346,女,18国际商务,20535178
2347,182347,女,18国际商务,19304122
2348,182348,女,18国际商务,21928330
2349,182349,女,18国际商务,21803834
2350,182350,女,18国际商务,19757530
2351,182351,女,18国际商务,19750970
2352,182352,女,18国际商务,19427946
2353,182353,女,18国际商务,19256778
2354,182354,女,18国际商务,21148554
2355,182355,女,18国际商务,21809690
2356,182356,女,18国际商务,21160682
2357,182357,女,18国际商务,18622314
